Id,Title,Episodes,Year,Channel,Company,Technique,IMDb,Users
1161,Pac-Man,42.0,1982-1983,ABC,Hanna-Barbera,Traditional,6.0,84%
1163,Pandamonium,13.0,1982,CBS,Marvel Productions,Traditional,6.3,90%
1164,Pantheon,8.0,2022,AMC+,"Titmouse, Inc.",Traditional,8.3,79%
1165,Paradise PD,40.0,2018-2022,Netflix,Damn! Show Productions,Traditional,6.8,84%
1166,Paranormal Action Squad,8.0,2016,YouTube Premium,Pickaxe Productions,Flash,5.7,64%
1167,Partridge Family 2200 A.D.,16.0,1974,CBS,Hanna-Barbera,Traditional,5.5,71%
1168,Party Legends,14.0,2016-2017,Viceland,Field Recordings,Flash,7.1,66%
1169,The Patrick Star Show,45.0,2021-present,Nickelodeon,"United Plankton Pictures
Nickelodeon Animation Studio",Traditional,3.5,60%
1170,Paw Paws,21.0,1985-1986,Syndication,Hanna-Barbera,Traditional,6.8,93%
1171,PB&J Otter,65.0,1998-2000,Disney,Jumbo PicturesWalt Disney Television Animation,Traditional,6.9,82%
1172,The Pebbles and Bamm-Bamm Show,16.0,1971-1972,CBS,Hanna-Barbera,Traditional,5.6,82%
1173,Penn Zero: Part-Time Hero,35.0,2014-2017,Disney,Disney Television Animation,Flash,7.0,81%
1174,Pepper Ann,113.0,1997-2000,ABC,Walt Disney Television Animation,Traditional,7.1,94%
1175,Perfect Hair Forever,9.0,"2004-2007, 2014",Adult Swim,Williams Street,Traditional,6.7,56%
1176,The Perils of Penelope Pitstop,17.0,1969-1970,CBS,Hanna-Barbera,Traditional,6.4,89%
1177,El Perro y El Gato,6.0,2004-2012,HBO,Primal Screen,Flash,8.6,82%
1178,Pet Alien,52.0,2005,"Cartoon Network (Season 1)
kabillion (season 2)",Mike Young Productions,CGI,4.8,71%
1179,Pete the Cat,39.0,2018-2022,Amazon Prime Video,Amazon Studios,Flash,7.8,64%
1180,The Peter Potamus Show,27.0,1964-1966,ABC,Hanna-Barbera,Traditional,6.1,90%
1181,Phantom Investigators,13.0,2002,Kids' WB,Adelaide Productions,Traditional,7.7,94%
1182,Phineas and Ferb,222.0,2007-present,Disney,Disney Television Animation,Traditional,8.1,93%
1183,Phred on Your Head Show,31.0,1999-2001,Noggin,MTV AnimationPossible Worlds,Flash,8.2,86%
1184,Pickle and Peanut,42.0,2015-2018,Disney,Disney Television Animation,Flash,4.4,67%
1185,The Pink Panther,121.0,1993-1995,Syndication,MGM Animation,Traditional,7.6,88%
1186,Pink Panther and Pals,78.0,2010,Cartoon Network,Rubicon Studios,Traditional,6.7,87%
1187,Pink Panther and Sons,52.0,1984-1986,NBC,Mirisch-Geoffrey-DePatie-Freleng,Traditional,5.5,84%
1188,The Pink Panther Show,190.0,1969-1980,NBCABC,DePatie-Freleng Enterprises,Traditional,7.6,86%
1189,Pinky and the Brain,65.0,1995-1998,Kids' WB,Warner Bros. Animation,Traditional,7.8,90%
1190,"Pinky, Elmyra & the Brain",13.0,1998-1999,Kids' WB,Warner Bros. Animation,Traditional,5.8,78%
1191,The Pirates of Dark Water,21.0,1991-1993,ABC,Hanna-Barbera,Traditional,8.3,92%
1192,Pixie and Dixie and Mr. Jinks,57.0,1958-1961,Syndication,Hanna-Barbera,Traditional,6.8,92%
1194,The Plastic Man Comedy/Adventure Show,112.0,1979-1981,ABC,Ruby-Spears Enterprises,Traditional,6.4,74%
1195,Playboy's Dark Justice,20.0,2000-2001,Playboy TV,Playboy Enterprises,CGI,3.4,35%
1196,Playdate with Winnie the Pooh,2.0,2023-present,Disney,Disney Television Animation,CGI,5.4,57%
1197,The Plucky Duck Show,13.0,1992,Fox,Warner Bros. Animation,Traditional,6.5,92%
1198,The Pole,6.0,2021,Syfy,TZGZ Productions,Flash,5.4,32%
1199,Pole Position,13.0,1984,CBS,DIC Entertainment,Traditional,6.6,91%
1200,Poochini,26.0,2000-2002,Syndication,WildBrain Entertainment,Traditional,6.2,86%
1201,Popeye and Son,26.0,1987,CBS,Hanna-Barbera,Traditional,5.6,76%
1203,Popeye the Sailor,220.0,1960-1963,Syndication,King Features Syndicate,Traditional,7.1,82%
1204,Popples (1986),44.0,1986-1987,Syndication,DIC Entertainment,Traditional,6.2,87%
1205,Popzilla,12.0,2009,MTV,Animax EntertainmentMTV Animation,Flash,2.6,24%
1206,The Porky Pig Show,26.0,1964-1967,ABC,Warner Bros. Cartoons,Traditional,7.1,90%
1207,Posse Impossible,13.0,1977,NBC,Hanna-Barbera,Traditional,7.0,82%
1208,Potato Head Kids,23.0,1986-1987,Syndication,Sunbow Entertainment,Traditional,6.3,87%
1209,Pound Puppies (1986),36.0,1986-1987,ABC,Hanna-Barbera,Traditional,6.4,95%
1210,The Power Team,27.0,1990-1991,Syndication,Bohbot Entertainment,Traditional,6.4,95%
1211,Powerbirds,20.0,2020,Universal Kids,Brown Bag Films,Flash,7.8,55%
1212,The Powerpuff Girls (1998),78.0,1998-2005,Cartoon Network,Cartoon Network Studios,Traditional,7.3,89%
1213,The Powerpuff Girls (2016),119.0,2016-2019,Cartoon Network,Cartoon Network Studios,Traditional,3.6,57%
1214,Praise Petey,10.0,2023,Freeform,ShadowMachine,Flash,6.1,68%
1215,Precious Pupp,26.0,1965-1967,NBC,Hanna-Barbera,Traditional,6.3,85%
1216,Pretzel and the Puppies,18.0,2022-present,Apple TV+,HarperCollins Productions,CGI,7.7,66%
1217,Primal,20.0,2019-present,Adult Swim,Cartoon Network StudiosWilliams Street,Traditional,4.9,62%
1218,Princess Gwenevere and the Jewel Riders,26.0,1995-1996,Syndication,Bohbot Entertainment,Traditional,7.4,86%
1219,The Problem Solverz,26.0,2011-2013,Cartoon Network,Cartoon Network Studios,Flash,2.0,21%
1220,Project G.e.e.K.e.R.,13.0,1996,CBS,Adelaide Productions,Traditional,7.8,88%
1221,ProStars,13.0,1991,NBC,DIC Entertainment,Traditional,5.7,83%
1222,The Proud Family,52.0,2001-2005,Disney,Jambalaya Studios,Traditional,6.5,85%
1223,The Proud Family: Louder and Prouder,20.0,2022-present,Disney,Disney Television Animation,Traditional,3.1,63%
1224,Punkin' Puss & Mushmouse,23.0,1964-1966,Syndication,Hanna-Barbera,Traditional,6.9,94%
1225,A Pup Named Scooby-Doo,27.0,1988-1991,ABC,Hanna-Barbera,Traditional,6.7,93%
1226,Puppy Dog Pals,117.0,2017-present,Disney,Wild Canary Animation,CGI,6.8,83%
1227,The Puppy's Further Adventures,21.0,1982-1984,ABC,Ruby-Spears Enterprises,Traditional,7.7,93%
1228,Pupstruction,18.0,2023-present,Disney,"Titmouse, Inc.",CGI,7.0,65%
1229,P. King Duckling,78.0,2016-2017,Disney,Little Airplane Productions,Flash,6.1,51%
1230,Pac-Man and the Ghostly Adventures,52.0,2013-2015,Disney,41 EntertainmentSprite Animation Studios,CGI,4.6,77%
1231,Packages from Planet X,26.0,2013-2014,Disney,American Greetings,Flash,7.2,84%
1232,Paddington Bear,13.0,1989-1990,Syndication,Hanna-Barbera,Traditional,8.4,82%
1233,Peanuts,37.0,2016,Boomerang,Peanuts Worldwide,Flash,7.1,88%
1234,Peep and the Big Wide World,60.0,2004-2011,Discovery Kids,WGBH,Flash,7.8,89%
1235,Peg + Cat,63.0,2013-2018,PBS Kids,Fred Rogers Productions,Flash,7.9,76%
1236,The Penguins of Madagascar,149.0,2008-2015,Nickelodeon,DreamWorks Animation TelevisionNickelodeon Animation Studio,CGI,7.5,91%
1238,Pig Goat Banana Cricket,40.0,2015-2018,Nickelodeon,Nickelodeon Animation Studio,Flash,3.3,48%
1239,Piggsburg Pigs!,13.0,1990,Fox,Ruby-Spears Enterprises,Traditional,6.7,68%
1240,Pigs Next Door,13.0,2000,Fox,Saban Entertainment,Traditional,7.4,82%
1241,Pinecone & Pony,16.0,2022-present,Apple TV+,DreamWorks Animation Television,Flash,6.6,62%
1242,Pinkalicious & Peterrific,69.0,2018-present,PBS Kids,WGBH,Flash,5.1,32%
1243,Pinky Dinky Doo,52.0,2006-2011,Noggin,Sesame WorkshopCartoon Pizza,Flash,6.2,91%
1244,Pinky Malinky,60.0,2019,Netflix,Nickelodeon Animation Studio,Traditional,5.8,62%
1245,Planet Sheen,26.0,2010-2013,Nickelodeon,Omation Animation StudioNickelodeon Animation Studio,CGI,2.9,54%
1246,Police Academy,65.0,1988-1990,Syndication,Ruby-Spears Enterprises,Traditional,4.6,79%
1247,Polly Pocket,91.0,2018-present,Netflix,Mattel Television,Flash,6.1,79%
1248,Popples (2015),26.0,2015-2016,Netflix,Saban Brands,CGI,6.1,53%
1249,Postcards from Buster,55.0,2004-2012,PBS Kids Go!,Marc Brown StudiosWGBH,Traditional,5.8,81%
1250,Pound Puppies (2010),65.0,2010-2013,The Hub,Hasbro Studios,Flash,6.2,82%
1251,Power Players,78.0,2019-2020,Cartoon Network,Man of Action Entertainment,CGI,5.9,56%
1252,Princess Power,14.0,2023-present,Netflix,Atomic Cartoons,CGI,6.2,47%
1253,Problem Child,26.0,1993-1994,USA Network,Universal Cartoon Studios,Traditional,3.6,84%
1254,Q-Force,10.0,2021,Netflix,"Titmouse, Inc.",Flash,6.7,74%
1255,Q. T. Hush,100.0,1960-1961,Syndication,Animation Associates,Traditional,7.1,91%
1256,Quack Pack,39.0,1996,Syndication,Walt Disney Television Animation,Traditional,6.7,83%
1257,Queer Duck,20.0,2000-2002,Showtime,Icebox,Flash,6.2,80%
1258,The Quick Draw McGraw Show,45.0,1959-1961,Syndication,Hanna-Barbera,Traditional,6.7,91%
1259,Raggs,65.0,2008-2009,PBS Kids,Raggs LLC,CGI/Live-action,7.1,73%
1260,Rainbow Brite (1984),13.0,1984-1986,Syndication,DIC Entertainment,Traditional,6.8,91%
1262,Rainbow Butterfly Unicorn Kitty,26.0,2019,NickelodeonNicktoons,Funrise Toys,Flash,5.0,84%
1264,Rainbow Rangers,52.0,2018-2021,Nick Jr. Channel,Genius Brands,CGI,4.1,68%
1265,Rambo: The Force of Freedom,65.0,1986,Syndication,Ruby-Spears Enterprises,Traditional,6.3,93%
1266,Randy Cunningham: 9th Grade Ninja,50.0,2012-2015,Disney,"Titmouse, Inc",Flash,6.7,82%
1267,Rapunzel's Tangled Adventure,60.0,2017-2020,Disney,Disney Television Animation,Flash,7.7,84%
1268,Random! Cartoons,13.0,2008-2009,Nicktoons Network,Frederator Studios,CGI/Traditional/Flash,7.1,85%
1269,Raw Toonage,12.0,1992,CBS,Walt Disney Television Animation,Traditional,7.5,93%
1270,Ready Jet Go!,66.0,2016-2019,PBS Kids,"Wind Dancer Films
Snee-Oosh, Inc.",CGI,6.4,61%
1271,The Real Adventures of Jonny Quest,52.0,1996-1997,Cartoon Network,Hanna-Barbera,Traditional,7.7,86%
1272,Recess,127.0,1997-2001,ABC,Walt Disney Television Animation,Traditional,7.8,88%
1274,Regular Show,261.0,2010-2017,Cartoon Network,Cartoon Network Studios,Traditional,8.5,96%
1275,The Reluctant Dragon & Mr. Toad Show,17.0,1970,ABC,Rankin/Bass Productions,Traditional,6.4,84%
1276,The Replacements,52.0,2006-2009,Disney,Walt Disney Television Animation,Traditional,5.9,82%
1277,The Ren & Stimpy Show,93.0,1991-1996,Nickelodeon,Spümcø,Traditional,7.5,85%
1278,"Ren & Stimpy ""Adult Party Cartoon""",3.0,2003,Spike,Spümcø,Flash,5.4,42%
1279,Return to the Planet of the Apes,13.0,1975,NBC,DePatie-Freleng Enterprises,Traditional,6.4,91%
1280,Rhyme Time Town,21.0,2020-2021,Netflix,DreamWorks Animation Television,Traditional,7.9,53%
1281,Ribert and Robert's Wonderworld,78.0,2005-2008,PBS Kids,Deos Animation Studios,CGI/Live-action,7.9,86%
1282,Richie Rich (1980),41.0,1980-1984,ABC,Hanna-Barbera,Traditional,6.0,95%
1283,Richie Rich (1996),13.0,1996,Syndication,Harvey Films,Traditional,5.7,90%
1284,The Richie Rich/Scooby-Doo Show,21.0,1980-1981,ABC,Hanna-Barbera,Traditional,6.3,94%
1285,Rick and Morty,61.0,2013-present,Adult Swim,Williams Street,Flash,9.1,95%
1286,Rick & Steve: The Happiest Gay Couple in All the World,14.0,2007-2009,Logo TV,Cuppa Coffee Studios,Stop-motion,7.2,64%
1287,Rickety Rocket,16.0,1979-1980,ABC,Ruby-Spears Enterprises,Traditional,7.8,89%
1288,The Ricky Gervais Show,39.0,2010-2012,HBO,Wildbrain Entertainment,Flash,8.4,93%
1289,Ricochet Rabbit & Droop-a-Long,23.0,1964-1966,Syndication,Hanna-Barbera,Traditional,6.6,96%
1290,Ridley Jones,35.0,2021-2023,Netflix,Netflix Animation,CGI,2.2,14%
1291,Right Now Kapow,26.0,2016-2017,Disney,Warner Bros. Animation,Flash,6.2,78%
1292,Ring Raiders,5.0,1989,Syndication,DIC Entertainment,Traditional,6.3,94%
1293,The Ripping Friends,13.0,2001-2002,Fox,Spümcø,Traditional,6.3,86%
1294,Rise of the Teenage Mutant Ninja Turtles,39.0,2018-2020,Nickelodeon,Nickelodeon Animation Studio,Traditional,5.8,73%
1295,"Rise Up, Sing Out",8.0,2022-present,Disney,Disney Television Animation,Flash,4.3,58%
1296,The Road Runner Show,26.0,1966-1972,CBS,DePatie-Freleng Enterprises,Traditional,7.9,92%
1297,RoboCop,12.0,1988,Syndication,Marvel Productions,Traditional,6.0,94%
1298,RoboCop: Alpha Commando,40.0,1998-1999,Syndication,MGM Animation,Traditional,5.0,80%
1299,The Robonic Stooges,16.0,1977-1978,CBS,Hanna-Barbera,Traditional,6.5,84%
1300,Robot and Monster,26.0,2012-2015,Nickelodeon,Nickelodeon Animation Studio,CGI,5.8,76%
1301,Robot Chicken,220.0,2005-2022,Adult Swim,Williams Street,Stop-motion,7.7,86%
1302,RoboGobo,1.0,2024-present,Disney,Disney Television Animation,CGI,4.2,54%
1303,Robotix,15.0,1985,Syndication,Sunbow Entertainment,Traditional,6.5,85%
1304,Robotomy,10.0,2010-2011,Cartoon Network,Cartoon Network Studios,Traditional,6.5,79%
1305,"Rock, Paper, Scissors",18.0,2024-present,Nickelodeon,Nickelodeon Animation Studio,Flash,6.2,41%
1306,Rocket & Groot,12.0,2017,Disney,Marvel Animation,CGI,6.6,62%
1307,Rocket Power,71.0,1999-2004,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,Traditional,6.8,91%
1308,The Rocketeer,42.0,2019-2020,Disney,Wild Canary Animation,CGI,5.3,71%
1309,Rocko's Modern Life,52.0,1993-1996,Nickelodeon,Games Animation,Traditional,7.9,92%
1310,Rod Rocket,65.0,1963,Syndication,Filmation,Traditional,4.6,32%
1311,Roger Ramjet,156.0,1965-1969,NBC,Pantomime Pictures,Traditional,6.7,83%
1312,The Roman Holidays,13.0,1972,CBS,Hanna-Barbera,Traditional,6.6,84%
1313,"Roswell Conspiracies: Aliens, Myths and Legends",40.0,1999-2000,Syndication,BKN,Traditional,7.5,97%
1314,Rosie's Rules,40.0,2022-present,PBS Kids,Brown Bag Films,Flash,7.7,79%
1315,Roughnecks: Starship Troopers Chronicles,40.0,1999-2000,Syndication,Adelaide Productions,CGI,7.4,93%
1316,Royal Crackers,10.0,2023-present,Adult Swim,"Titmouse, Inc.",Flash,5.9,66%
1317,"Rubik, the Amazing Cube",12.0,1983,ABC,Ruby-Spears Enterprises,Traditional,4.7,61%
1318,Rude Dog and the Dweebs,13.0,1989,CBS,Marvel Productions,Traditional,6.4,90%
1319,The Ruff and Reddy Show,156.0,1957-1960,NBC,Hanna-Barbera,Traditional,6.7,93%
1321,Rugrats (1991),172.0,1991-2004,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,Traditional,7.4,88%
1322,Rugrats (2021),37.0,2021-present,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,CGI,4.3,58%
1323,Rugrats: Pre-School Daze,4.0,2008,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,Traditional,3.1,41%
1324,RWBY,116.0,2013-present,Rooster Teeth,Rooster Teeth Animation,CGI,7.7,92%
1325,RWBY Chibi,64.0,2016-2021,YouTube,Rooster Teeth,Traditional,7.5,86%
1326,Saban's Adventures of Oliver Twist,52.0,1996-1997,Syndication,Saban Entertainment,Traditional,6.7,91%
1327,Sabrina the Teenage Witch,31.0,1970-1974,CBS,Filmation,Traditional,6.7,91%
1328,Sabrina: The Animated Series,65.0,1999,ABC/UPN,DIC Entertainment,Traditional,5.9,92%
1329,Salty's Lighthouse,40.0,1997-1998,TLC,Sunbow Entertainment,Traditional,6.2,65%
1330,Sammy,4.0,2000,NBC,Adelaide Productions,Traditional,6.2,74%
1331,Samson & Goliath,20.0,1967-1968,NBC,Hanna-Barbera,Traditional,6.6,89%
1332,Samurai Jack,62.0,2001-2017,Cartoon Network (2001-04)Adult Swim (2017),Cartoon Network StudiosWilliams Street (S5),Traditional,8.5,95%
1333,Sanjay and Craig,60.0,2013-2016,Nickelodeon,Nickelodeon Animation Studio,Traditional,4.6,76%
1334,Santo Bugito,13.0,1995-1996,CBS,Klasky Csupo,Traditional,6.9,90%
1335,Saturday Supercade,26.0,1983-1984,CBS,Ruby-Spears Enterprises,Traditional,6.7,94%
1336,Scary Scooby Funnies,20.0,1984-1985,ABC,Hanna-Barbera,Traditional,7.5,89%
1337,Scavengers Reign,9.0,2023-present,HBO,"Titmouse, Inc.",Traditional,8.7,81%
1338,Schoolhouse Rock!,65.0,1973-2009,ABC,"Scholastic Rock, Inc.",Traditional,8.2,93%
1339,Science Court,29.0,1997-2000,ABC,Tom Snyder Productions,Traditional,8.3,91%
1340,The Scooby & Scrappy-Doo/Puppy Hour,13.0,1982,ABC,Hanna-Barbera,Traditional,6.6,87%
1341,The Scooby-Doo/Dynomutt Hour,16.0,1976,ABC,Hanna-Barbera,Traditional,7.6,88%
1342,Scooby-Doo and Guess Who?,52.0,2019-2021,Boomerang,Warner Bros. Animation,Traditional,7.4,85%
1343,The Scooby-Doo Show,40.0,1976-1978,ABC,Hanna-Barbera,Traditional,8.2,91%
1344,Scooby-Doo and Scrappy-Doo (1979),16.0,1979-1980,ABC,Hanna-Barbera,Traditional,6.3,89%
1345,Scooby-Doo and Scrappy-Doo (1980),33.0,1980-1982,ABC,Hanna-Barbera,Traditional,6.3,81%
1346,"Scooby-Doo, Where Are You!",41.0,1969-1978,CBSABC,Hanna-Barbera,Traditional,7.9,93%
1347,Scooby-Doo! Mystery Incorporated,52.0,2010-2013,Cartoon Network,Warner Bros. Animation,Traditional,8.1,95%
1348,Scooby's All-Star Laff-A-Lympics,24.0,1977-1978,ABC,Hanna-Barbera,Traditional,7.3,89%
1349,Scooby's Mystery Funhouse,21.0,1985-1986,ABC,Hanna-Barbera,Traditional,7.6,94%
1350,Scott Pilgrim Takes Off,8.0,2023,Netflix,Universal Content Productions,Traditional,7.7,82%
1351,Sealab 2020,13.0,1972,NBC,Hanna-Barbera,Traditional,6.1,87%
1352,The Secret Files of the Spy Dogs,22.0,1998-1999,Fox,Saban Entertainment,Traditional,7.1,94%
1353,The Secret Lives of Waldo Kitty,13.0,1975,NBC,Filmation,Traditional,6.5,90%
1354,Secret Mountain Fort Awesome,26.0,2011-2012,Cartoon Network,Cartoon Network Studios,Traditional,3.2,31%
1355,The Secret Saturdays,36.0,2008-2009,Cartoon Network,PorchLight Entertainment,Traditional,7.0,88%
1356,Secret Squirrel,26.0,1965-1966,NBC,Hanna-Barbera,Traditional,6.6,88%
1357,Sectaurs,5.0,1985,Syndication,Ruby-Spears Enterprises,Traditional,7.5,95%
1358,Seis Manos,8.0,2019,Netflix,Powerhouse Animation Studios,Traditional,7.1,64%
1359,Seth MacFarlane's Cavalcade of Cartoon Comedy,50.0,2008-2009,YouTube,Fuzzy Door Productions,Traditional,6.4,77%
1360,Shaggy & Scooby-Doo Get a Clue!,26.0,2006-2008,Kids' WB,Warner Bros. Animation,Traditional,4.5,79%
1361,"Shake, Rattle and Roll",13.0,1977,NBC,Hanna-Barbera,Traditional,8.3,94%
1362,Shazzan,18.0,1967-1968,CBS,Hanna-Barbera,Traditional,6.4,91%
1363,Sheep in the Big City,26.0,2000-2002,Cartoon Network,Curious Pictures,Traditional,6.9,89%
1364,Shelley Duvall's Bedtime Stories,13.0,1992-1993,Showtime,Universal Animation Studios,Traditional,7.4,60%
1365,She-Ra and the Princesses of Power,52.0,2018-2020,Netflix,DreamWorks Animation Television,Traditional,8.1,86%
1366,She-Ra: Princess of Power,93.0,1985-1987,Syndication,Filmation,Traditional,6.8,88%
1367,Shirt Tales,46.0,1982-1983,NBC,Hanna-Barbera,Traditional,6.8,94%
1368,The Shnookums & Meat Funny Cartoon Show,13.0,1995,Syndication,Walt Disney Television Animation,Traditional,5.5,73%
1369,Siegfried & Roy: Masters of the Impossible,4.0,1996,Fox,DIC Entertainment,Traditional,6.3,84%
1370,SilverHawks,65.0,1986,Syndication,Rankin/Bass Animated Entertainment,Traditional,7.3,94%
1371,The Simpsons,753.0,1989-present,Fox,Gracie Films20th century,Traditional,8.7,91%
1372,Sinbad Jr. and his Magic Belt,102.0,1965,Syndication,Hanna-Barbera,Traditional,6.5,93%
1373,"Sit Down, Shut Up",13.0,2009,Fox,Adelaide Productions,Traditional,5.9,65%
1374,The Skatebirds,16.0,1977-1978,CBS,Hanna-Barbera,Traditional,6.2,84%
1375,Skeleton Warriors,13.0,1994,CBS,Graz Entertainment,Traditional,7.0,92%
1376,Skull Island,8.0,2023-present,Netflix,Powerhouse Animation Studios,Traditional,6.6,73%
1377,Sky Commanders,13.0,1985-1987,Syndication,Hanna-Barbera,Traditional,7.1,66%
1378,Skyhawks,17.0,1969-1971,ABC,Pantomime Picture Production,Traditional,8.6,92%
1379,Slacker Cats,12.0,2007-2009,ABC Family,Film Roman,Traditional,6.7,10%
1380,The Smurfs,258.0,1981-1989,NBC,Hanna-Barbera,Traditional,7.1,85%
1381,Snooper and Blabber,45.0,1959-1961,Syndication,Hanna-Barbera,Traditional,6.4,92%
1382,Snorks,65.0,1984-1989,NBC,Hanna-Barbera,Traditional,6.4,88%
1383,Space Cats,13.0,1991-1992,NBC,Paul Fusco Productions,Traditional,7.0,86%
1384,Space Ghost,20.0,1966-1967,CBS,Hanna-Barbera,Traditional,7.2,92%
1385,The Space Kidettes,20.0,1966-1967,NBC,Hanna-Barbera,Traditional,6.9,93%
1386,Space Sentinels,13.0,1977,NBC,Filmation,Traditional,6.9,94%
1387,Space Sentinels,13.0,1977,NBC,Filmation,Traditional,6.9,94%
1388,Space Stars,11.0,1981-1982,NBC,Hanna-Barbera,Traditional,7.3,90%
1389,The Spectacular Spider-Man,26.0,2008-2009,Disney,Marvel Entertainment,Traditional,8.4,96%
1390,Speed Buggy,16.0,1973,CBS,Hanna-Barbera,Traditional,6.6,88%
1391,Spicy City,6.0,1997,HBO,HBO Animation,Traditional,6.6,92%
1392,Spider-Man (1981),26.0,1981-1982,Syndication,Marvel Productions,Traditional,6.9,80%
1393,Spider-Man (1994),65.0,1994-1997,Fox,Marvel Entertainment,Traditional,8.4,87%
1394,Spider-Man (2017),58.0,2017-2020,Disney,Marvel Animation,Traditional,6.2,73%
1395,Spider-Man and His Amazing Friends,26.0,1981-1983,NBC,Marvel Entertainment,Traditional,7.1,75%
1396,Spider-Man Unlimited,13.0,1999-2001,Fox,Marvel Studios,Traditional,6.3,82%
1397,Spider-Woman,16.0,1979-1980,ABC,DePatie-Freleng Enterprises,Traditional,5.8,66%
1398,Spiral Zone,65.0,1981-1982,Syndication,Atlantic/Kushner-Locke,Traditional,7.4,95%
1399,SpongeBob SquarePants,296.0,1999-present,Nickelodeon,United Plankton PicturesNickelodeon Animation Studio,Traditional,8.2,86%
1400,The Spooktacular New Adventures of Casper,52.0,1996-1998,Fox,Harveytoons,Traditional,5.8,92%
1401,Sport Billy,26.0,1980-1981,NBC,Filmation,Traditional,7.0,89%
1402,Spy Groove,16.0,2000,MTV,MTV Animation,Traditional,8.3,96%
1403,Squiddly Diddly,26.0,1965-1966,NBC,Hanna-Barbera,Traditional,6.1,74%
1404,Squirrel Boy,26.0,2006-2007,Cartoon Network,Cartoon Network Studios,Traditional,5.2,84%
1405,Stanley,65.0,2001-2004,Disney,Cartoon Pizza,Traditional,6.5,89%
1406,Star Trek: The Animated Series,22.0,1973-1974,NBC,Filmation,Traditional,7.2,81%
1407,Star vs. the Forces of Evil,77.0,2015-2019,Disney,Disney Television Animation,Traditional,7.9,92%
1408,Star Wars: Clone Wars,25.0,2003-2005,Cartoon Network,LucasfilmCartoon Network Studios,Traditional,8.4,91%
1409,Starcom: The U.S. Space Force,13.0,1987,Syndication,DIC Entertainment,Traditional,7.1,77%
1410,Static Shock,52.0,2000-2004,Kids' WB,Warner Bros. Animation,Traditional,7.3,95%
1411,Station Zero,20.0,1999,MTV,MTV Animation,Traditional,6.6,84%
1412,Strange Planet,5.0,2023-present,Apple TV+,ShadowMachine,Traditional,6.4,75%
1413,Steven Universe,160.0,2013-2019,Cartoon Network,Cartoon Network Studios,Traditional,8.2,93%
1414,Steven Universe Future,20.0,2019-2020,Cartoon Network,Cartoon Network Studios,Traditional,7.7,89%
1415,Strawberry Shortcake,22.0,2003-2008,Syndication,DIC Entertainment,Traditional,5.4,87%
1416,Street Sharks,40.0,1994-1997,Syndication,DIC Entertainment,Traditional,6.2,89%
1417,Stretch Armstrong and the Flex Fighters,23.0,2017-2018,Netflix,Hasbro Studios,Traditional,6.2,53%
1418,Stripperella,13.0,2003-2004,Spike,Spike Animation,Traditional,5.6,69%
1419,Stuart Little: The Animated Series,13.0,2003,HBO,Adelaide Productions,Traditional,4.5,90%
1420,The Super 6,20.0,1966-1967,NBC,DePatie-Freleng Enterprises,Traditional,7.2,78%
1421,Super Friends (1973),16.0,1973,ABC,Hanna-Barbera,Traditional,7.2,83%
1422,Super Friends (1980),22.0,1980-1983,ABC,Hanna-Barbera,Traditional,7.2,85%
1423,Super Friends: The Legendary Super Powers Show,8.0,1984-1985,ABC,Hanna-Barbera,Traditional,7.2,88%
1424,The Super Hero Squad Show,52.0,2009-2011,Cartoon Network,Marvel Animation,Traditional,6.1,70%
1425,The Super Mario Bros. Super Show!,65.0,1989,Syndication,DIC Entertainment,Traditional,6.3,92%
1426,The Super Powers Team: Galactic Guardians,8.0,1985,ABC,Hanna-Barbera,Traditional,7.2,91%
1427,Super President,30.0,1967-1968,NBC,DePatie-Freleng Enterprises,Traditional,6.6,85%
1428,Super Robot Monkey Team Hyperforce Go!,52.0,2004-2006,Disney,Walt Disney Television Animation (credited as Jetix Animation Concepts)[5],Traditional,6.4,91%
1429,Super Turbo Story Time,8.0,2023-present,Motor Trend,"Titmouse, Inc.",Traditional,6.2,84%
1430,Superman,26.0,1988,CBS,Ruby-Spears Enterprises,Traditional,7.0,82%
1431,The Superman/Aquaman Hour of Adventure,36.0,1967-1968,CBS,Filmation,Traditional,7.4,88%
1433,Superman: The Animated Series,54.0,1995-2000,Kids' WB,Warner Bros. Animation,Traditional,8.1,81%
1434,Swamp Thing,5.0,1990-1991,Fox,DIC Entertainment,Traditional,7.4,68%
1435,SWAT Kats: The Radical Squadron,25.0,1993-1995,TBS,Hanna-Barbera,Traditional,8.4,91%
1436,Sylvanian Families,13.0,1987,Syndication,DIC Entertainment,Traditional,7.9,91%
1437,The Sylvester and Tweety Mysteries,52.0,1995-2002,Fox,Warner Bros. Animation,Traditional,7.0,89%
1438,Sym-Bionic Titan,20.0,2010-2011,Cartoon Network,Cartoon Network Studios,Traditional,8.1,94%
1439,Santa Inc.,8.0,2021,HBO,Stoopid Buddy Stoodios,Stop-Motion,1.7,9%
1440,Santiago of the Seas,52.0,2020-present,Nickelodeon,Nickelodeon Animation Studio,CGI,6.7,88%
1441,Saturday Morning All Star Hits!,8.0,2021,Netflix,Bento Box Entertainment,Flash/Traditional,7.5,77%
